LAKE,LAT,LON,Feb-08,Feb-08,Mar-08,Mar-08,Mar-08,Apr-08,Apr-08,Apr-08,Apr-08,Apr-08,May-08,Jun-08,Jun-08,Jun-08,Jul-08,Jul-08,Aug-08,Aug-08,Sep-08,Sep-08,Sep-08,Oct-08,Oct-08,Oct-08,Oct-08,Oct-08,Nov-08,Nov-08,Nov-08,Nov-08,Nov-08,Dec-08,Dec-08,Dec-08,Dec-08,Dec-08,Dec-08,Dec-08,Dec-08,Jan-09,Jan-09,Jan-09,Jan-09,Jan-09,Feb-09,Feb-09,Feb-09,Feb-09,Feb-09,Mar-09,Mar-09,Mar-09,Mar-09,Mar-09,Mar-09,Mar-09,Apr-09,Apr-09,Apr-09,Apr-09,Apr-09,Apr-09,May-09,May-09,May-09,May-09,Jun-09,Jun-09,Jun-09,Jul-09,Aug-09,Aug-09,Aug-09,Aug-09,Aug-09,Aug-09,Aug-09,Sep-09,Sep-09,Sep-09,Sep-09,Oct-09,Oct-09,Oct-09,Oct-09,Oct-09,Oct-09,Dec-09,Dec-09,Jan-10,Jan-10,Jan-10,Jan-10,Feb-10,Feb-10,Feb-10,Feb-10,Mar-10,Mar-10,Mar-10,Mar-10,Mar-10,Mar-10,Mar-10,Mar-10,Apr-10,Apr-10,Apr-10,Apr-10,Apr-10,Apr-10,Apr-10,May-10,May-10,May-10,May-10,Jun-10,Jun-10,Jun-10,Jun-10,Jun-10,Jun-10,Jun-10,Jul-10,Jul-10,Jul-10,Aug-10,Aug-10,Aug-10,Aug-10,Sep-10,Sep-10,Sep-10,Sep-10,Oct-10,Oct-10,Oct-10,Oct-10,Oct-10,Oct-10,Nov-10,Dec-10,Dec-10,Dec-10,Dec-10,Dec-10,Jan-11,Jan-11,Feb-11,Feb-11,Feb-11,Mar-11,Mar-11,Mar-11,Mar-11,Apr-11,Apr-11,Apr-11,Apr-11,Apr-11,Apr-11,Apr-11,May-11,May-11,May-11,May-11,May-11,May-11,Jun-11,Jun-11,Jun-11,Jun-11,Jul-11,Jul-11,Jul-11,Aug-11,Aug-11,Sep-11,Sep-11,Sep-11,Sep-11,Sep-11,Oct-11,Oct-11,Oct-11,Oct-11,Nov-11,Nov-11,Nov-11,Nov-11,Dec-11
Topaz Lake,38.68,-119.5,10010,5136,2645,2492,2892,1840,1679,2019,1664,5233,5144,6084,8734,8568,6968,4394,2903,1783,2256,1812,2525,5860,4927,5943,9591,7918,5095,4522,2523,2364,2563,1807,1931,4157,5913,7816,5626,5819,5189,4823,2524,2130,2455,2086,3340,3340,4486,5644,38.68,119.5,10010,5136,2645,2492,2892,1840,1679,2019,1664,5233,5144,6084,8734,8568,6968,4394,2903,1783,2256,1812,2525,5860,4927,5943,9591,7918,5095,4522,2523,2364,2563,1807,1931,4157,5913,7816,5626,5819,5189,4823,2524,2130,2455,2086,3340,3340,4486,5644,38.68,119.5,10010,5136,2645,2492,2892,1840,1679,2019,1664,5233,5144,6084,8734,8568,6968,4394,2903,1783,2256,1812,2525,5860,4927,5943,9591,7918,5095,4522,2523,2364,2563,1807,1931,4157,5913,7816,5626,5819,5189,4823,2524,2130,2455,2086,3340,3340,4486,5644,38.68,119.5,10010,5136,2645,2492,2892,1840,1679,2019,1664,5233,5144,6084,8734,8568,6968,4394,2903,1783,2256,1812,2525,5860,4927,5943,9591,7918,5095,4522,2523,2364,2563,1807,1931,4157,5913,7816,5626,5819,5189,4823,2524
Torch Lake,47.1,-88.48,11469,6239,3164,2879,3379,2350,2195,2406,2491,7061,6452,7887,17060,15611,9275,6181,5360,3621,4367,3541,4074,7295,8959,11346,16442,7752,8954,8258,4106,3251,3371,2288,2351,4784,6254,10960,11638,14200,8935,6888,3906,3426,3763,2583,3239,3157,3933,6030,47.1,88.48,11469,6239,3164,2879,3379,2350,2195,2406,2491,7061,6452,7887,17060,15611,9275,6181,5360,3621,4367,3541,4074,7295,8959,11346,16442,7752,8954,8258,4106,3251,3371,2288,2351,4784,6254,10960,11638,14200,8935,6888,3906,3426,3763,2583,3239,3157,3933,6030,47.1,88.48,11469,6239,3164,2879,3379,2350,2195,2406,2491,7061,6452,7887,17060,15611,9275,6181,5360,3621,4367,3541,4074,7295,8959,11346,16442,7752,8954,8258,4106,3251,3371,2288,2351,4784,6254,10960,11638,14200,8935,6888,3906,3426,3763,2583,3239,3157,3933,6030,47.1,88.48,11469,6239,3164,2879,3379,2350,2195,2406,2491,7061,6452,7887,17060,15611,9275,6181,5360,3621,4367,3541,4074,7295,8959,11346,16442,7752,8954,8258,4106,3251,3371,2288,2351,4784,6254,10960,11638,14200,8935,6888,3906
Torch Lake,44.97,-85.31,0,0,0,0,0,0,0,0,0,7577,9639,10807,20888,27092,16283,10604,9305,5825,6041,4263,4191,8507,12768,13227,22221,16391,12974,12197,7416,6051,6652,4660,4649,6838,8497,13883,11856,20580,17676,13640,7627,6346,7028,5164,6279,5780,9497,11037,44.97,85.31,0,0,0,0,0,0,0,0,0,7577,9639,10807,20888,27092,16283,10604,9305,5825,6041,4263,4191,8507,12768,13227,22221,16391,12974,12197,7416,6051,6652,4660,4649,6838,8497,13883,11856,20580,17676,13640,7627,6346,7028,5164,6279,5780,9497,11037,44.97,85.31,0,0,0,0,0,0,0,0,0,7577,9639,10807,20888,27092,16283,10604,9305,5825,6041,4263,4191,8507,12768,13227,22221,16391,12974,12197,7416,6051,6652,4660,4649,6838,8497,13883,11856,20580,17676,13640,7627,6346,7028,5164,6279,5780,9497,11037,44.97,85.31,0,0,0,0,0,0,0,0,0,7577,9639,10807,20888,27092,16283,10604,9305,5825,6041,4263,4191,8507,12768,13227,22221,16391,12974,12197,7416,6051,6652,4660,4649,6838,8497,13883,11856,20580,17676,13640,7627
Toronto Lake,37.77,-95.95,0,0,0,0,0,0,0,0,0,1385,3423,4601,7418,13492,14254,8719,6608,3850,3860,2592,2259,3288,4538,4953,6722,7458,10334,8302,4259,3313,3495,2376,2427,3243,3968,9551,9290,8993,11074,9316,4583,3461,3340,2162,2477,2297,4425,6770,37.77,95.95,0,0,0,0,0,0,0,0,0,1385,3423,4601,7418,13492,14254,8719,6608,3850,3860,2592,2259,3288,4538,4953,6722,7458,10334,8302,4259,3313,3495,2376,2427,3243,3968,9551,9290,8993,11074,9316,4583,3461,3340,2162,2477,2297,4425,6770,37.77,95.95,0,0,0,0,0,0,0,0,0,1385,3423,4601,7418,13492,14254,8719,6608,3850,3860,2592,2259,3288,4538,4953,6722,7458,10334,8302,4259,3313,3495,2376,2427,3243,3968,9551,9290,8993,11074,9316,4583,3461,3340,2162,2477,2297,4425,6770,37.77,95.95,0,0,0,0,0,0,0,0,0,1385,3423,4601,7418,13492,14254,8719,6608,3850,3860,2592,2259,3288,4538,4953,6722,7458,10334,8302,4259,3313,3495,2376,2427,3243,3968,9551,9290,8993,11074,9316,4583
"Trafford, Lake",26.42,-81.49,18570,8926,4325,3464,3440,2223,2028,2269,1767,5183,6783,10381,22260,16527,8684,5794,4287,2342,2489,1744,2042,6019,6368,7350,10596,8525,9142,8590,4436,3604,3969,2544,2495,4235,5306,10182,9182,8151,8817,11454,6515,5064,5188,3301,3519,3314,4902,7316,26.42,81.49,18570,8926,4325,3464,3440,2223,2028,2269,1767,5183,6783,10381,22260,16527,8684,5794,4287,2342,2489,1744,2042,6019,6368,7350,10596,8525,9142,8590,4436,3604,3969,2544,2495,4235,5306,10182,9182,8151,8817,11454,6515,5064,5188,3301,3519,3314,4902,7316,26.42,81.49,18570,8926,4325,3464,3440,2223,2028,2269,1767,5183,6783,10381,22260,16527,8684,5794,4287,2342,2489,1744,2042,6019,6368,7350,10596,8525,9142,8590,4436,3604,3969,2544,2495,4235,5306,10182,9182,8151,8817,11454,6515,5064,5188,3301,3519,3314,4902,7316,26.42,81.49,18570,8926,4325,3464,3440,2223,2028,2269,1767,5183,6783,10381,22260,16527,8684,5794,4287,2342,2489,1744,2042,6019,6368,7350,10596,8525,9142,8590,4436,3604,3969,2544,2495,4235,5306,10182,9182,8151,8817,11454,6515
Trimble Wildlife Lake,39.43,-94.51,9536,6859,4551,3867,4230,3268,3219,4127,3996,10689,7605,9190,15516,15495,9683,5531,5374,3307,4275,3295,3980,10042,8794,8505,10219,8630,9096,6809,4470,3647,4481,3687,3947,6907,7336,10636,8524,9224,8354,7409,4187,3741,3918,3469,5536,5942,7271,11157,39.43,94.51,9536,6859,4551,3867,4230,3268,3219,4127,3996,10689,7605,9190,15516,15495,9683,5531,5374,3307,4275,3295,3980,10042,8794,8505,10219,8630,9096,6809,4470,3647,4481,3687,3947,6907,7336,10636,8524,9224,8354,7409,4187,3741,3918,3469,5536,5942,7271,11157,39.43,94.51,9536,6859,4551,3867,4230,3268,3219,4127,3996,10689,7605,9190,15516,15495,9683,5531,5374,3307,4275,3295,3980,10042,8794,8505,10219,8630,9096,6809,4470,3647,4481,3687,3947,6907,7336,10636,8524,9224,8354,7409,4187,3741,3918,3469,5536,5942,7271,11157,39.43,94.51,9536,6859,4551,3867,4230,3268,3219,4127,3996,10689,7605,9190,15516,15495,9683,5531,5374,3307,4275,3295,3980,10042,8794,8505,10219,8630,9096,6809,4470,3647,4481,3687,3947,6907,7336,10636,8524,9224,8354,7409,4187
Trinity Lake,41.03,-122.7,6539,2967,2004,1471,1836,1241,907,915,1109,4383,3747,7123,11191,7139,4605,3230,2109,1279,1271,978,1260,4038,3132,3001,5149,5204,4802,3932,2386,1466,1447,1240,1432,2874,2927,4769,4012,4287,4227,3729,1733,1237,1523,1158,1651,2159,2810,4604,41.03,122.7,6539,2967,2004,1471,1836,1241,907,915,1109,4383,3747,7123,11191,7139,4605,3230,2109,1279,1271,978,1260,4038,3132,3001,5149,5204,4802,3932,2386,1466,1447,1240,1432,2874,2927,4769,4012,4287,4227,3729,1733,1237,1523,1158,1651,2159,2810,4604,41.03,122.7,6539,2967,2004,1471,1836,1241,907,915,1109,4383,3747,7123,11191,7139,4605,3230,2109,1279,1271,978,1260,4038,3132,3001,5149,5204,4802,3932,2386,1466,1447,1240,1432,2874,2927,4769,4012,4287,4227,3729,1733,1237,1523,1158,1651,2159,2810,4604,41.03,122.7,6539,2967,2004,1471,1836,1241,907,915,1109,4383,3747,7123,11191,7139,4605,3230,2109,1279,1271,978,1260,4038,3132,3001,5149,5204,4802,3932,2386,1466,1447,1240,1432,2874,2927,4769,4012,4287,4227,3729,1733
Trinity Lake,40.9,-122.7,0,0,0,0,0,0,0,0,0,3825,7037,5679,8505,13921,8892,5815,4313,2429,2473,1855,2163,5512,5034,4789,5986,7295,9813,7673,3683,2714,3222,2333,2345,4719,4892,7896,7618,7701,7492,6246,3394,2412,2625,2075,2991,3669,4526,7131,40.9,122.7,0,0,0,0,0,0,0,0,0,3825,7037,5679,8505,13921,8892,5815,4313,2429,2473,1855,2163,5512,5034,4789,5986,7295,9813,7673,3683,2714,3222,2333,2345,4719,4892,7896,7618,7701,7492,6246,3394,2412,2625,2075,2991,3669,4526,7131,40.9,122.7,0,0,0,0,0,0,0,0,0,3825,7037,5679,8505,13921,8892,5815,4313,2429,2473,1855,2163,5512,5034,4789,5986,7295,9813,7673,3683,2714,3222,2333,2345,4719,4892,7896,7618,7701,7492,6246,3394,2412,2625,2075,2991,3669,4526,7131,40.9,122.7,0,0,0,0,0,0,0,0,0,3825,7037,5679,8505,13921,8892,5815,4313,2429,2473,1855,2163,5512,5034,4789,5986,7295,9813,7673,3683,2714,3222,2333,2345,4719,4892,7896,7618,7701,7492,6246,3394
Trout Lake,46.04,-89.67,11319,6588,3895,3372,3074,2724,2483,2828,3130,8666,7559,7373,10737,10303,6312,4925,4794,3128,3852,2916,4743,9887,9300,20767,12075,7329,6804,6925,4493,3292,3619,2606,4079,6298,5574,10072,10235,9400,6989,5594,3597,2531,3440,2667,4071,4343,5700,10682,46.04,89.67,11319,6588,3895,3372,3074,2724,2483,2828,3130,8666,7559,7373,10737,10303,6312,4925,4794,3128,3852,2916,4743,9887,9300,20767,12075,7329,6804,6925,4493,3292,3619,2606,4079,6298,5574,10072,10235,9400,6989,5594,3597,2531,3440,2667,4071,4343,5700,10682,46.04,89.67,11319,6588,3895,3372,3074,2724,2483,2828,3130,8666,7559,7373,10737,10303,6312,4925,4794,3128,3852,2916,4743,9887,9300,20767,12075,7329,6804,6925,4493,3292,3619,2606,4079,6298,5574,10072,10235,9400,6989,5594,3597,2531,3440,2667,4071,4343,5700,10682,46.04,89.67,11319,6588,3895,3372,3074,2724,2483,2828,3130,8666,7559,7373,10737,10303,6312,4925,4794,3128,3852,2916,4743,9887,9300,20767,12075,7329,6804,6925,4493,3292,3619,2606,4079,6298,5574,10072,10235,9400,6989,5594,3597
Tule Lake,41.9,-121.5,17360,11497,6624,5925,5981,4097,3949,4457,3484,5918,10423,9598,19691,25818,14377,9346,7661,5354,6677,5243,5185,6962,6372,7153,11154,11120,12352,10375,6012,4851,5485,4116,4290,8411,9657,19621,13390,14453,13118,10483,6166,5314,6393,4733,6036,5900,8176,11975,41.9,121.5,17360,11497,6624,5925,5981,4097,3949,4457,3484,5918,10423,9598,19691,25818,14377,9346,7661,5354,6677,5243,5185,6962,6372,7153,11154,11120,12352,10375,6012,4851,5485,4116,4290,8411,9657,19621,13390,14453,13118,10483,6166,5314,6393,4733,6036,5900,8176,11975,41.9,121.5,17360,11497,6624,5925,5981,4097,3949,4457,3484,5918,10423,9598,19691,25818,14377,9346,7661,5354,6677,5243,5185,6962,6372,7153,11154,11120,12352,10375,6012,4851,5485,4116,4290,8411,9657,19621,13390,14453,13118,10483,6166,5314,6393,4733,6036,5900,8176,11975,41.9,121.5,17360,11497,6624,5925,5981,4097,3949,4457,3484,5918,10423,9598,19691,25818,14377,9346,7661,5354,6677,5243,5185,6962,6372,7153,11154,11120,12352,10375,6012,4851,5485,4116,4290,8411,9657,19621,13390,14453,13118,10483,6166
Tunk Lake,44.59,-68.07,0,0,0,0,0,0,0,0,0,1385,3423,4601,7418,13492,14254,8719,6608,3850,3860,2592,2259,3288,4538,4953,6722,7458,10334,8302,4259,3313,3495,2376,2427,3243,3968,9551,9290,8993,11074,9316,4583,3461,3340,2162,2477,2297,4425,6770,44.59,68.07,0,0,0,0,0,0,0,0,0,1385,3423,4601,7418,13492,14254,8719,6608,3850,3860,2592,2259,3288,4538,4953,6722,7458,10334,8302,4259,3313,3495,2376,2427,3243,3968,9551,9290,8993,11074,9316,4583,3461,3340,2162,2477,2297,4425,6770,44.59,68.07,0,0,0,0,0,0,0,0,0,1385,3423,4601,7418,13492,14254,8719,6608,3850,3860,2592,2259,3288,4538,4953,6722,7458,10334,8302,4259,3313,3495,2376,2427,3243,3968,9551,9290,8993,11074,9316,4583,3461,3340,2162,2477,2297,4425,6770,44.59,68.07,0,0,0,0,0,0,0,0,0,1385,3423,4601,7418,13492,14254,8719,6608,3850,3860,2592,2259,3288,4538,4953,6722,7458,10334,8302,4259,3313,3495,2376,2427,3243,3968,9551,9290,8993,11074,9316,4583
Turlock Lake,37.61,-120.6,0,0,0,0,0,0,0,0,0,1448,8353,8116,7003,11687,11863,7049,5309,3044,2920,1910,1812,4048,5285,5771,8302,7681,6420,5670,3342,2887,3007,2128,2085,3053,3408,7900,10012,12777,8547,5962,3283,2637,2857,2228,2756,2927,4906,7441,37.61,120.6,0,0,0,0,0,0,0,0,0,1448,8353,8116,7003,11687,11863,7049,5309,3044,2920,1910,1812,4048,5285,5771,8302,7681,6420,5670,3342,2887,3007,2128,2085,3053,3408,7900,10012,12777,8547,5962,3283,2637,2857,2228,2756,2927,4906,7441,37.61,120.6,0,0,0,0,0,0,0,0,0,1448,8353,8116,7003,11687,11863,7049,5309,3044,2920,1910,1812,4048,5285,5771,8302,7681,6420,5670,3342,2887,3007,2128,2085,3053,3408,7900,10012,12777,8547,5962,3283,2637,2857,2228,2756,2927,4906,7441,37.61,120.6,0,0,0,0,0,0,0,0,0,1448,8353,8116,7003,11687,11863,7049,5309,3044,2920,1910,1812,4048,5285,5771,8302,7681,6420,5670,3342,2887,3007,2128,2085,3053,3408,7900,10012,12777,8547,5962,3283
Turquoise Lake,39.27,-106.4,11881,5409,3682,3394,3368,2210,2231,2802,2133,4969,5559,9546,20544,16994,8689,5425,3385,1900,2216,1455,2014,5170,4969,4983,7393,6954,6463,7645,3250,2312,2133,1506,1856,4300,5064,8120,7067,7226,6160,6028,3070,2496,2648,1873,2560,3546,4968,7357,39.27,106.4,11881,5409,3682,3394,3368,2210,2231,2802,2133,4969,5559,9546,20544,16994,8689,5425,3385,1900,2216,1455,2014,5170,4969,4983,7393,6954,6463,7645,3250,2312,2133,1506,1856,4300,5064,8120,7067,7226,6160,6028,3070,2496,2648,1873,2560,3546,4968,7357,39.27,106.4,11881,5409,3682,3394,3368,2210,2231,2802,2133,4969,5559,9546,20544,16994,8689,5425,3385,1900,2216,1455,2014,5170,4969,4983,7393,6954,6463,7645,3250,2312,2133,1506,1856,4300,5064,8120,7067,7226,6160,6028,3070,2496,2648,1873,2560,3546,4968,7357,39.27,106.4,11881,5409,3682,3394,3368,2210,2231,2802,2133,4969,5559,9546,20544,16994,8689,5425,3385,1900,2216,1455,2014,5170,4969,4983,7393,6954,6463,7645,3250,2312,2133,1506,1856,4300,5064,8120,7067,7226,6160,6028,3070
Turtle Lake,44.9,-83.89,11953,9131,6119,4254,4826,3789,3912,4575,5007,9940,9070,10305,18327,26967,11489,7535,6879,3874,4722,3952,5020,11376,11336,17200,21254,11419,7979,8227,5595,4790,5176,3959,4285,7775,10053,13741,11121,22990,13359,8688,6127,5336,5831,5063,8526,9318,10237,15787,44.9,83.89,11953,9131,6119,4254,4826,3789,3912,4575,5007,9940,9070,10305,18327,26967,11489,7535,6879,3874,4722,3952,5020,11376,11336,17200,21254,11419,7979,8227,5595,4790,5176,3959,4285,7775,10053,13741,11121,22990,13359,8688,6127,5336,5831,5063,8526,9318,10237,15787,44.9,83.89,11953,9131,6119,4254,4826,3789,3912,4575,5007,9940,9070,10305,18327,26967,11489,7535,6879,3874,4722,3952,5020,11376,11336,17200,21254,11419,7979,8227,5595,4790,5176,3959,4285,7775,10053,13741,11121,22990,13359,8688,6127,5336,5831,5063,8526,9318,10237,15787,44.9,83.89,11953,9131,6119,4254,4826,3789,3912,4575,5007,9940,9070,10305,18327,26967,11489,7535,6879,3874,4722,3952,5020,11376,11336,17200,21254,11419,7979,8227,5595,4790,5176,3959,4285,7775,10053,13741,11121,22990,13359,8688,6127
Turtle Lake,47.62,-94.87,9536,6859,4551,3867,4230,3268,3219,4127,3996,10689,7605,9190,15516,15495,9683,5531,5374,3307,4275,3295,3980,10042,8794,8505,10219,8630,9096,6809,4470,3647,4481,3687,3947,6907,7336,10636,8524,9224,8354,7409,4187,3741,3918,3469,5536,5942,7271,11157,47.62,94.87,9536,6859,4551,3867,4230,3268,3219,4127,3996,10689,7605,9190,15516,15495,9683,5531,5374,3307,4275,3295,3980,10042,8794,8505,10219,8630,9096,6809,4470,3647,4481,3687,3947,6907,7336,10636,8524,9224,8354,7409,4187,3741,3918,3469,5536,5942,7271,11157,47.62,94.87,9536,6859,4551,3867,4230,3268,3219,4127,3996,10689,7605,9190,15516,15495,9683,5531,5374,3307,4275,3295,3980,10042,8794,8505,10219,8630,9096,6809,4470,3647,4481,3687,3947,6907,7336,10636,8524,9224,8354,7409,4187,3741,3918,3469,5536,5942,7271,11157,47.62,94.87,9536,6859,4551,3867,4230,3268,3219,4127,3996,10689,7605,9190,15516,15495,9683,5531,5374,3307,4275,3295,3980,10042,8794,8505,10219,8630,9096,6809,4470,3647,4481,3687,3947,6907,7336,10636,8524,9224,8354,7409,4187
Tuttle Creek Lake,39.38,-96.68,0,0,0,0,0,0,0,0,973,6539,10883,12074,16172,27636,19216,11887,9676,6127,6222,4381,4568,8780,10415,10552,16023,16371,15652,12623,7452,6213,6832,4756,4483,7912,12365,23987,18013,15815,13585,12862,7682,6419,7104,5502,8106,8745,10271,13192,39.38,96.68,0,0,0,0,0,0,0,0,973,6539,10883,12074,16172,27636,19216,11887,9676,6127,6222,4381,4568,8780,10415,10552,16023,16371,15652,12623,7452,6213,6832,4756,4483,7912,12365,23987,18013,15815,13585,12862,7682,6419,7104,5502,8106,8745,10271,13192,39.38,96.68,0,0,0,0,0,0,0,0,973,6539,10883,12074,16172,27636,19216,11887,9676,6127,6222,4381,4568,8780,10415,10552,16023,16371,15652,12623,7452,6213,6832,4756,4483,7912,12365,23987,18013,15815,13585,12862,7682,6419,7104,5502,8106,8745,10271,13192,39.38,96.68,0,0,0,0,0,0,0,0,973,6539,10883,12074,16172,27636,19216,11887,9676,6127,6222,4381,4568,8780,10415,10552,16023,16371,15652,12623,7452,6213,6832,4756,4483,7912,12365,23987,18013,15815,13585,12862,7682
Tuttle Creek Lake,39.37,-96.66,17360,11497,6624,5925,5981,4097,3949,4457,3484,5918,10423,9598,19691,25818,14377,9346,7661,5354,6677,5243,5185,6962,6372,7153,11154,11120,12352,10375,6012,4851,5485,4116,4290,8411,9657,19621,13390,14453,13118,10483,6166,5314,6393,4733,6036,5900,8176,11975,39.37,96.66,17360,11497,6624,5925,5981,4097,3949,4457,3484,5918,10423,9598,19691,25818,14377,9346,7661,5354,6677,5243,5185,6962,6372,7153,11154,11120,12352,10375,6012,4851,5485,4116,4290,8411,9657,19621,13390,14453,13118,10483,6166,5314,6393,4733,6036,5900,8176,11975,39.37,96.66,17360,11497,6624,5925,5981,4097,3949,4457,3484,5918,10423,9598,19691,25818,14377,9346,7661,5354,6677,5243,5185,6962,6372,7153,11154,11120,12352,10375,6012,4851,5485,4116,4290,8411,9657,19621,13390,14453,13118,10483,6166,5314,6393,4733,6036,5900,8176,11975,39.37,96.66,17360,11497,6624,5925,5981,4097,3949,4457,3484,5918,10423,9598,19691,25818,14377,9346,7661,5354,6677,5243,5185,6962,6372,7153,11154,11120,12352,10375,6012,4851,5485,4116,4290,8411,9657,19621,13390,14453,13118,10483,6166
Twin Lakes,39.08,-106.3,10470,5282,3077,2883,3197,2133,1916,2373,2020,5108,6134,5580,8200,13629,12533,5656,4390,2377,2527,2318,3163,6992,7137,5342,8118,6514,7623,6448,3327,2930,3112,2292,2611,5304,4989,8131,6244,6384,6899,7459,3929,2885,2985,2106,3002,3474,4019,7498,39.08,106.3,10470,5282,3077,2883,3197,2133,1916,2373,2020,5108,6134,5580,8200,13629,12533,5656,4390,2377,2527,2318,3163,6992,7137,5342,8118,6514,7623,6448,3327,2930,3112,2292,2611,5304,4989,8131,6244,6384,6899,7459,3929,2885,2985,2106,3002,3474,4019,7498,39.08,106.3,10470,5282,3077,2883,3197,2133,1916,2373,2020,5108,6134,5580,8200,13629,12533,5656,4390,2377,2527,2318,3163,6992,7137,5342,8118,6514,7623,6448,3327,2930,3112,2292,2611,5304,4989,8131,6244,6384,6899,7459,3929,2885,2985,2106,3002,3474,4019,7498,39.08,106.3,10470,5282,3077,2883,3197,2133,1916,2373,2020,5108,6134,5580,8200,13629,12533,5656,4390,2377,2527,2318,3163,6992,7137,5342,8118,6514,7623,6448,3327,2930,3112,2292,2611,5304,4989,8131,6244,6384,6899,7459,3929
Umbagog Lake,44.76,-71.04,20999,13527,8531,6976,7541,5056,4421,5528,4527,8635,13273,12282,18050,26598,18175,11007,9492,5629,5991,4215,4462,8970,10761,10786,30692,25122,13542,10198,6208,4915,5041,3383,3790,7636,10745,15081,14294,30544,19886,11416,6267,5666,6418,5232,8571,8362,12555,14995,44.76,71.04,20999,13527,8531,6976,7541,5056,4421,5528,4527,8635,13273,12282,18050,26598,18175,11007,9492,5629,5991,4215,4462,8970,10761,10786,30692,25122,13542,10198,6208,4915,5041,3383,3790,7636,10745,15081,14294,30544,19886,11416,6267,5666,6418,5232,8571,8362,12555,14995,44.76,71.04,20999,13527,8531,6976,7541,5056,4421,5528,4527,8635,13273,12282,18050,26598,18175,11007,9492,5629,5991,4215,4462,8970,10761,10786,30692,25122,13542,10198,6208,4915,5041,3383,3790,7636,10745,15081,14294,30544,19886,11416,6267,5666,6418,5232,8571,8362,12555,14995,44.76,71.04,20999,13527,8531,6976,7541,5056,4421,5528,4527,8635,13273,12282,18050,26598,18175,11007,9492,5629,5991,4215,4462,8970,10761,10786,30692,25122,13542,10198,6208,4915,5041,3383,3790,7636,10745,15081,14294,30544,19886,11416,6267
Umbazooksus Lake,46.17,-69.38,7358,3973,2248,2057,2539,1710,1623,2396,2175,3967,3482,4078,6622,5889,3905,3575,2889,2117,2355,2146,2467,5235,4223,4523,7903,5017,4782,3943,2902,2461,2653,2222,2220,3835,3932,6535,3994,4257,4427,4394,2574,2159,2787,2286,3244,3176,3281,4812,46.17,69.38,7358,3973,2248,2057,2539,1710,1623,2396,2175,3967,3482,4078,6622,5889,3905,3575,2889,2117,2355,2146,2467,5235,4223,4523,7903,5017,4782,3943,2902,2461,2653,2222,2220,3835,3932,6535,3994,4257,4427,4394,2574,2159,2787,2286,3244,3176,3281,4812,46.17,69.38,7358,3973,2248,2057,2539,1710,1623,2396,2175,3967,3482,4078,6622,5889,3905,3575,2889,2117,2355,2146,2467,5235,4223,4523,7903,5017,4782,3943,2902,2461,2653,2222,2220,3835,3932,6535,3994,4257,4427,4394,2574,2159,2787,2286,3244,3176,3281,4812,46.17,69.38,7358,3973,2248,2057,2539,1710,1623,2396,2175,3967,3482,4078,6622,5889,3905,3575,2889,2117,2355,2146,2467,5235,4223,4523,7903,5017,4782,3943,2902,2461,2653,2222,2220,3835,3932,6535,3994,4257,4427,4394,2574
Union Reservoir,40.18,-105,11189,5885,3724,2599,2594,2007,1894,2054,1895,5373,5886,7080,18389,14676,8358,4819,3685,2319,2568,2104,2757,5858,5206,6162,8555,7572,9086,6990,3582,2565,2872,2562,2698,4871,6092,7633,7733,11082,8341,6023,3422,2747,3157,2408,3794,4464,5591,7784,40.18,105,11189,5885,3724,2599,2594,2007,1894,2054,1895,5373,5886,7080,18389,14676,8358,4819,3685,2319,2568,2104,2757,5858,5206,6162,8555,7572,9086,6990,3582,2565,2872,2562,2698,4871,6092,7633,7733,11082,8341,6023,3422,2747,3157,2408,3794,4464,5591,7784,40.18,105,11189,5885,3724,2599,2594,2007,1894,2054,1895,5373,5886,7080,18389,14676,8358,4819,3685,2319,2568,2104,2757,5858,5206,6162,8555,7572,9086,6990,3582,2565,2872,2562,2698,4871,6092,7633,7733,11082,8341,6023,3422,2747,3157,2408,3794,4464,5591,7784,40.18,105,11189,5885,3724,2599,2594,2007,1894,2054,1895,5373,5886,7080,18389,14676,8358,4819,3685,2319,2568,2104,2757,5858,5206,6162,8555,7572,9086,6990,3582,2565,2872,2562,2698,4871,6092,7633,7733,11082,8341,6023,3422
Unit Number Two,26.41,-97.95,0,0,0,0,0,0,0,0,280,1614,1735,2792,4887,5983,5399,3446,2927,1662,1723,1172,1300,2981,3918,4471,11109,6060,3652,2997,1760,1510,1639,1203,1291,2267,3181,4744,4705,7438,4433,3039,1761,1478,1774,1460,2335,2289,2726,4321,26.41,97.95,0,0,0,0,0,0,0,0,280,1614,1735,2792,4887,5983,5399,3446,2927,1662,1723,1172,1300,2981,3918,4471,11109,6060,3652,2997,1760,1510,1639,1203,1291,2267,3181,4744,4705,7438,4433,3039,1761,1478,1774,1460,2335,2289,2726,4321,26.41,97.95,0,0,0,0,0,0,0,0,280,1614,1735,2792,4887,5983,5399,3446,2927,1662,1723,1172,1300,2981,3918,4471,11109,6060,3652,2997,1760,1510,1639,1203,1291,2267,3181,4744,4705,7438,4433,3039,1761,1478,1774,1460,2335,2289,2726,4321,26.41,97.95,0,0,0,0,0,0,0,0,280,1614,1735,2792,4887,5983,5399,3446,2927,1662,1723,1172,1300,2981,3918,4471,11109,6060,3652,2997,1760,1510,1639,1203,1291,2267,3181,4744,4705,7438,4433,3039,1761
